School Year,State,District Code,District Name,School Code,School Name,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,31002,Everett School District,5091,Forest View Elementary School,613,48,1,125,13,0,392,34,0,304,309,26,22,0,1,57,68,8,5,0,0,196,196,17,17,0,0,7.83,0.16,20.39,2.12,0.00,63.95,5.55,0.00,49.59,50.41
2015,WA,31002,Everett School District,2065,Garfield Elementary School,379,95,3,8,9,10,209,45,0,189,190,47,48,1,2,4,4,6,3,5,5,99,110,27,18,0,0,25.07,0.79,2.11,2.37,2.64,55.15,11.87,0.00,49.87,50.13
2015,WA,31002,Everett School District,4437,Gateway Middle School,810,78,4,150,7,4,496,71,0,402,408,42,36,2,2,72,78,4,3,2,2,245,251,35,36,0,0,9.63,0.49,18.52,0.86,0.49,61.23,8.77,0.00,49.63,50.37
2015,WA,31002,Everett School District,5330,Graduation Alliance Everett,19,0,0,1,1,0,16,1,0,7,12,0,0,0,0,0,1,0,1,0,0,7,9,0,1,0,0,0.00,0.00,5.26,5.26,0.00,84.21,5.26,0.00,36.84,63.16
2015,WA,31002,Everett School District,2883,Hawthorne Elementary School - Everett,469,147,5,44,29,48,178,18,0,249,220,73,74,3,2,29,15,15,14,25,23,92,86,12,6,0,0,31.34,1.07,9.38,6.18,10.23,37.95,3.84,0.00,53.09,46.91
2015,WA,31002,Everett School District,4334,Heatherwood Middle School,970,134,2,188,35,3,522,86,0,466,504,59,75,1,1,108,80,18,17,2,1,228,294,50,36,0,0,13.81,0.21,19.38,3.61,0.31,53.81,8.87,0.00,48.04,51.96
2015,WA,31002,Everett School District,4438,Henry M. Jackson High School,"2,139",237,11,404,66,7,"1,301",113,0,"1,083","1,056",129,108,7,4,201,203,34,32,4,3,651,650,57,56,0,0,11.08,0.51,18.89,3.09,0.33,60.82,5.28,0.00,50.63,49.37
2015,WA,31002,Everett School District,2751,Jackson Elementary School,378,72,5,8,17,8,237,31,0,202,176,36,36,1,4,4,4,10,7,7,1,131,106,13,18,0,0,19.05,1.32,2.12,4.50,2.12,62.70,8.20,0.00,53.44,46.56
2015,WA,31002,Everett School District,3533,Jefferson Elementary,557,78,0,70,28,4,346,31,0,257,300,30,48,0,0,29,41,12,16,1,3,173,173,12,19,0,0,14.00,0.00,12.57,5.03,0.72,62.12,5.57,0.00,46.14,53.86
2015,WA,31002,Everett School District,2811,Lowell Elementary - Everett,501,136,5,36,22,4,244,54,0,247,254,77,59,2,3,13,23,11,11,1,3,121,123,22,32,0,0,27.15,1.00,7.19,4.39,0.80,48.70,10.78,0.00,49.30,50.70
2015,WA,31002,Everett School District,2669,Madison Elementary,441,170,1,35,33,7,173,22,0,220,221,83,87,0,1,22,13,18,15,4,3,87,86,6,16,0,0,38.55,0.23,7.94,7.48,1.59,39.23,4.99,0.00,49.89,50.11
2015,WA,31002,Everett School District,4316,Mill Creek Elementary,684,59,7,129,19,5,406,59,0,371,313,28,31,4,3,70,59,11,8,2,3,224,182,32,27,0,0,8.63,1.02,18.86,2.78,0.73,59.36,8.63,0.00,54.24,45.76
2015,WA,31002,Everett School District,3686,Monroe Elementary,550,105,1,50,29,3,321,41,0,285,265,58,47,1,0,25,25,14,15,2,1,168,153,17,24,0,0,19.09,0.18,9.09,5.27,0.55,58.36,7.45,0.00,51.82,48.18
2015,WA,31002,Everett School District,2364,North Middle School,657,148,8,35,43,35,358,30,0,347,310,83,65,2,6,21,14,25,18,17,18,186,172,13,17,0,0,22.53,1.22,5.33,6.54,5.33,54.49,4.57,0.00,52.82,47.18
2015,WA,31002,Everett School District,1663,NW Learning Center,8,3,0,0,1,0,4,0,0,8,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,37.50,0.00,0.00,12.50,0.00,50.00,0.00,0.00,100.00,0.00
2015,WA,31002,Everett School District,4530,Penny Creek Elementary,730,75,0,146,28,2,435,44,0,394,336,43,32,0,0,72,74,16,12,2,0,236,199,25,19,0,0,10.27,0.00,20.00,3.84,0.27,59.59,6.03,0.00,53.97,46.03
2015,WA,31002,Everett School District,1907,Port Gardner,141,8,0,1,1,0,126,5,0,71,70,3,5,0,0,1,0,0,1,0,0,64,62,3,2,0,0,5.67,0.00,0.71,0.71,0.00,89.36,3.55,0.00,50.35,49.65
2015,WA,31002,Everett School District,4137,Sequoia High School,246,34,7,9,10,6,169,11,0,110,136,10,24,4,3,4,5,6,4,2,4,82,87,2,9,0,0,13.82,2.85,3.66,4.07,2.44,68.70,4.47,0.00,44.72,55.28
2015,WA,31002,Everett School District,4298,Silver Firs Elementary,555,74,1,69,20,1,337,53,0,297,258,41,33,0,1,39,30,14,6,0,1,173,164,30,23,0,0,13.33,0.18,12.43,3.60,0.18,60.72,9.55,0.00,53.51,46.49
2015,WA,31002,Everett School District,2545,Silver Lake Elementary - Everett,531,135,4,73,22,3,266,28,0,261,270,66,69,0,4,44,29,7,15,1,2,130,136,13,15,0,0,25.42,0.75,13.75,4.14,0.56,50.09,5.27,0.00,49.15,50.85
2015,WA,31002,Everett School District,3903,Special Services,148,26,0,10,4,2,92,14,0,89,59,19,7,0,0,5,5,2,2,2,0,51,41,10,4,0,0,17.57,0.00,6.76,2.70,1.35,62.16,9.46,0.00,60.14,39.86
2015,WA,31002,Everett School District,3002,View Ridge Elementary,579,71,1,27,17,3,442,18,0,288,291,36,35,0,1,11,16,8,9,1,2,222,220,10,8,0,0,12.26,0.17,4.66,2.94,0.52,76.34,3.11,0.00,49.74,50.26
2015,WA,31002,Everett School District,2752,Whittier Elementary,452,57,4,19,22,4,315,31,0,237,215,35,22,2,2,11,8,11,11,3,1,158,157,17,14,0,0,12.61,0.88,4.20,4.87,0.88,69.69,6.86,0.00,52.43,47.57
2015,WA,31002,Everett School District,4125,Woodside Elementary,806,212,1,78,25,3,396,91,0,410,396,125,87,0,1,35,43,12,13,3,0,184,212,51,40,0,0,26.30,0.12,9.68,3.10,0.37,49.13,11.29,0.00,50.87,49.13
2015,WA,6114,Evergreen School District (Clark),1646,49th Street Academy,120,12,1,4,9,1,79,14,0,98,22,8,4,1,0,4,0,7,2,1,0,65,14,12,2,0,0,10.00,0.83,3.33,7.50,0.83,65.83,11.67,0.00,81.67,18.33
2015,WA,6114,Evergreen School District (Clark),4299,Burnt Bridge Creek Elementary Sch,480,78,1,18,4,10,309,60,0,261,219,45,33,1,0,9,9,2,2,3,7,175,134,26,34,0,0,16.25,0.21,3.75,0.83,2.08,64.38,12.50,0.00,54.38,45.63
2015,WA,6114,Evergreen School District (Clark),3736,Burton Elementary School,462,105,1,17,4,13,290,32,0,255,207,59,46,0,1,8,9,2,2,7,6,160,130,19,13,0,0,22.73,0.22,3.68,0.87,2.81,62.77,6.93,0.00,55.19,44.81
2015,WA,6114,Evergreen School District (Clark),3785,Cascade Middle School,898,200,8,31,35,35,527,62,0,444,454,89,111,4,4,15,16,17,18,13,22,269,258,37,25,0,0,22.27,0.89,3.45,3.90,3.90,58.69,6.90,0.00,49.44,50.56
2015,WA,6114,Evergreen School District (Clark),4203,Clark County Skills Center,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,6114,Evergreen School District (Clark),4587,Columbia Valley Elementary,504,80,1,49,20,2,313,39,0,271,233,43,37,1,0,18,31,9,11,2,0,183,130,15,24,0,0,15.87,0.20,9.72,3.97,0.40,62.10,7.74,0.00,53.77,46.23
2015,WA,6114,Evergreen School District (Clark),3320,Covington Middle School,"1,049",234,4,40,39,23,652,57,0,560,489,121,113,2,2,25,15,20,19,12,11,350,302,30,27,0,0,22.31,0.38,3.81,3.72,2.19,62.15,5.43,0.00,53.38,46.62
2015,WA,6114,Evergreen School District (Clark),3822,Crestline Elementary School,474,194,3,11,20,12,184,50,0,232,242,95,99,1,2,5,6,10,10,7,5,88,96,26,24,0,0,40.93,0.63,2.32,4.22,2.53,38.82,10.55,0.00,48.95,51.05
2015,WA,6114,Evergreen School District (Clark),1530,Early Childhood Center,159,21,0,10,7,4,105,12,0,121,38,19,2,0,0,7,3,5,2,4,0,78,27,8,4,0,0,13.21,0.00,6.29,4.40,2.52,66.04,7.55,0.00,76.10,23.90
2015,WA,6114,Evergreen School District (Clark),3148,Ellsworth Elementary School,449,147,4,13,8,4,239,34,0,229,220,70,77,1,3,3,10,5,3,2,2,128,111,20,14,0,0,32.74,0.89,2.90,1.78,0.89,53.23,7.57,0.00,51.00,49.00
2015,WA,6114,Evergreen School District (Clark),5136,Endeavour Elementary School,679,171,1,38,17,11,381,60,0,355,324,83,88,1,0,24,14,11,6,7,4,198,183,31,29,0,0,25.18,0.15,5.60,2.50,1.62,56.11,8.84,0.00,52.28,47.72
2015,WA,6114,Evergreen School District (Clark),1926,Evergreen Flex Academy,116,8,0,6,1,0,87,14,0,49,67,4,4,0,0,1,5,1,0,0,0,37,50,6,8,0,0,6.90,0.00,5.17,0.86,0.00,75.00,12.07,0.00,42.24,57.76
2015,WA,6114,Evergreen School District (Clark),2724,Evergreen High School,"1,817",314,18,82,73,58,"1,136",136,0,977,840,163,151,7,11,49,33,34,39,31,27,620,516,73,63,0,0,17.28,0.99,4.51,4.02,3.19,62.52,7.48,0.00,53.77,46.23
2015,WA,6114,Evergreen School District (Clark),3971,Fircrest Elementary School,452,66,2,17,7,15,296,49,0,222,230,30,36,1,1,9,8,2,5,8,7,146,150,26,23,0,0,14.60,0.44,3.76,1.55,3.32,65.49,10.84,0.00,49.12,50.88
2015,WA,6114,Evergreen School District (Clark),4499,Fishers Landing Elementary School,651,56,0,123,8,2,403,59,0,332,319,23,33,0,0,68,55,5,3,1,1,206,197,29,30,0,0,8.60,0.00,18.89,1.23,0.31,61.90,9.06,0.00,51.00,49.00
2015,WA,6114,Evergreen School District (Clark),4498,Frontier Middle School,803,132,5,52,19,5,543,47,0,415,388,63,69,3,2,30,22,13,6,4,1,276,267,26,21,0,0,16.44,0.62,6.48,2.37,0.62,67.62,5.85,0.00,51.68,48.32
2015,WA,6114,Evergreen School District (Clark),4380,Harmony Elementary School,711,75,2,47,22,9,495,61,0,370,341,37,38,2,0,21,26,13,9,5,4,257,238,35,26,0,0,10.55,0.28,6.61,3.09,1.27,69.62,8.58,0.00,52.04,47.96
2015,WA,6114,Evergreen School District (Clark),4163,Hearthwood Elementary School,424,76,0,13,11,4,268,52,0,199,225,36,40,0,0,3,10,6,5,2,2,130,138,22,30,0,0,17.92,0.00,3.07,2.59,0.94,63.21,12.26,0.00,46.93,53.07
2015,WA,6114,Evergreen School District (Clark),5310,HeLa High School,439,54,4,41,19,8,288,25,0,144,295,17,37,0,4,12,29,6,13,4,4,97,191,8,17,0,0,12.30,0.91,9.34,4.33,1.82,65.60,5.69,0.00,32.80,67.20
2015,WA,6114,Evergreen School District (Clark),4523,Heritage High School,"1,920",371,17,92,54,37,"1,245",104,0,"1,020",900,193,178,10,7,40,52,29,25,20,17,670,575,58,46,0,0,19.32,0.89,4.79,2.81,1.93,64.84,5.42,0.00,53.13,46.88
2015,WA,6114,Evergreen School District (Clark),4560,Illahee Elementary School,651,87,1,111,15,9,369,59,0,329,322,36,51,1,0,59,52,10,5,5,4,187,182,31,28,0,0,13.36,0.15,17.05,2.30,1.38,56.68,9.06,0.00,50.54,49.46
2015,WA,6114,Evergreen School District (Clark),3994,Image Elementary School,649,133,0,31,7,14,405,59,0,332,317,71,62,0,0,12,19,3,4,8,6,210,195,28,31,0,0,20.49,0.00,4.78,1.08,2.16,62.40,9.09,0.00,51.16,48.84
2015,WA,6114,Evergreen School District (Clark),1801,iQ Academy Washington,599,65,7,8,65,3,416,35,0,263,336,23,42,3,4,3,5,33,32,0,3,191,225,10,25,0,0,10.85,1.17,1.34,10.85,0.50,69.45,5.84,0.00,43.91,56.09
2015,WA,6114,Evergreen School District (Clark),4042,Legacy High School,225,45,2,1,8,1,154,14,0,103,122,19,26,1,1,1,0,4,4,1,0,71,83,6,8,0,0,20.00,0.89,0.44,3.56,0.44,68.44,6.22,0.00,45.78,54.22
2015,WA,6114,Evergreen School District (Clark),3618,Marrion Elementary School,525,184,2,9,9,7,267,47,0,256,269,100,84,0,2,5,4,3,6,5,2,120,147,23,24,0,0,35.05,0.38,1.71,1.71,1.33,50.86,8.95,0.00,48.76,51.24
2015,WA,6114,Evergreen School District (Clark),2829,Mill Plain Elementary School,493,138,7,11,15,24,257,41,0,254,239,70,68,3,4,7,4,8,7,16,8,131,126,19,22,0,0,27.99,1.42,2.23,3.04,4.87,52.13,8.32,0.00,51.52,48.48
2015,WA,6114,Evergreen School District (Clark),4162,Mountain View High School,"1,854",347,11,186,60,26,"1,092",132,0,975,879,181,166,4,7,93,93,36,24,11,15,580,512,70,62,0,0,18.72,0.59,10.03,3.24,1.40,58.90,7.12,0.00,52.59,47.41
2015,WA,6114,Evergreen School District (Clark),2912,Orchards Elementary School,587,144,3,17,13,12,359,39,0,312,275,80,64,2,1,8,9,10,3,7,5,186,173,19,20,0,0,24.53,0.51,2.90,2.21,2.04,61.16,6.64,0.00,53.15,46.85
2015,WA,6114,Evergreen School District (Clark),4209,Pacific Middle School,"1,011",119,6,71,27,14,692,82,0,517,494,63,56,4,2,36,35,16,11,7,7,346,346,45,37,0,0,11.77,0.59,7.02,2.67,1.38,68.45,8.11,0.00,51.14,48.86
2015,WA,6114,Evergreen School District (Clark),4445,Pioneer Elementary School,669,168,2,41,15,14,399,30,0,346,323,86,82,0,2,20,21,6,9,6,8,215,184,13,17,0,0,25.11,0.30,6.13,2.24,2.09,59.64,4.48,0.00,51.72,48.28
2015,WA,6114,Evergreen School District (Clark),3995,Riverview Elementary School,476,106,0,15,10,6,281,58,0,249,227,47,59,0,0,5,10,5,5,4,2,161,120,27,31,0,0,22.27,0.00,3.15,2.10,1.26,59.03,12.18,0.00,52.31,47.69
2015,WA,6114,Evergreen School District (Clark),4561,Shahala Middle School,"1,163",147,1,202,41,5,673,94,0,596,567,78,69,0,1,98,104,22,19,4,1,344,329,50,44,0,0,12.64,0.09,17.37,3.53,0.43,57.87,8.08,0.00,51.25,48.75
2015,WA,6114,Evergreen School District (Clark),3149,Sifton Elementary School,499,116,0,19,8,5,320,31,0,235,264,61,55,0,0,7,12,4,4,2,3,146,174,15,16,0,0,23.25,0.00,3.81,1.60,1.00,64.13,6.21,0.00,47.09,52.91
2015,WA,6114,Evergreen School District (Clark),3823,Silver Star Elementary School,456,63,1,13,9,8,322,40,0,229,227,33,30,0,1,6,7,6,3,4,4,162,160,18,22,0,0,13.82,0.22,2.85,1.97,1.75,70.61,8.77,0.00,50.22,49.78
2015,WA,6114,Evergreen School District (Clark),3970,Sunset Elementary School,539,98,7,25,12,12,346,39,0,284,255,51,47,3,4,15,10,7,5,7,5,178,168,23,16,0,0,18.18,1.30,4.64,2.23,2.23,64.19,7.24,0.00,52.69,47.31
2015,WA,6114,Evergreen School District (Clark),5111,Union High School,"2,123",226,13,230,63,22,"1,433",136,0,"1,117","1,006",121,105,8,5,112,118,34,29,12,10,759,674,71,65,0,0,10.65,0.61,10.83,2.97,1.04,67.50,6.41,0.00,52.61,47.39
2015,WA,6114,Evergreen School District (Clark),4051,Wyeast Middle School,876,245,10,25,38,13,486,59,0,467,409,134,111,5,5,13,12,24,14,5,8,257,229,29,30,0,0,27.97,1.14,2.85,4.34,1.48,55.48,6.74,0.00,53.31,46.69
2015,WA,6114,Evergreen School District (Clark),4579,York Elementary School,512,94,3,25,10,0,330,50,0,279,233,51,43,2,1,11,14,9,1,0,0,179,151,27,23,0,0,18.36,0.59,4.88,1.95,0.00,64.45,9.77,0.00,54.49,45.51
2015,WA,33205,Evergreen School District (Stevens),3197,Evergreen School,18,1,2,1,2,0,12,0,0,12,6,1,0,2,0,1,0,2,0,0,0,6,6,0,0,0,0,5.56,11.11,5.56,11.11,0.00,66.67,0.00,0.00,66.67,33.33
2015,WA,17210,Federal Way School District,3519,Adelaide Elementary School,401,131,1,33,31,30,114,61,0,229,172,71,60,0,1,20,13,16,15,20,10,71,43,31,30,0,0,32.67,0.25,8.23,7.73,7.48,28.43,15.21,0.00,57.11,42.89
2015,WA,17210,Federal Way School District,5279,Birth to Three Development Center,130,47,1,11,14,4,38,15,0,77,53,29,18,1,0,8,3,10,4,2,2,15,23,12,3,0,0,36.15,0.77,8.46,10.77,3.08,29.23,11.54,0.00,59.23,40.77
2015,WA,17210,Federal Way School District,3700,Brigadoon Elementary School,342,93,2,18,33,17,132,47,0,170,172,50,43,2,0,3,15,23,10,7,10,67,65,18,29,0,0,27.19,0.58,5.26,9.65,4.97,38.60,13.74,0.00,49.71,50.29
2015,WA,17210,Federal Way School District,3547,Camelot Elementary School,337,58,0,36,28,8,159,48,0,171,166,28,30,0,0,19,17,15,13,5,3,78,81,26,22,0,0,17.21,0.00,10.68,8.31,2.37,47.18,14.24,0.00,50.74,49.26
2015,WA,17210,Federal Way School District,5163,Career Academy at Truman High School,161,47,3,11,19,3,68,10,0,69,92,20,27,1,2,7,4,7,12,1,2,28,40,5,5,0,0,29.19,1.86,6.83,11.80,1.86,42.24,6.21,0.00,42.86,57.14
2015,WA,17210,Federal Way School District,3766,Decatur High School,"1,322",293,9,153,181,50,523,113,0,704,618,166,127,5,4,78,75,93,88,23,27,274,249,65,48,0,0,22.16,0.68,11.57,13.69,3.78,39.56,8.55,0.00,53.25,46.75
2015,WA,17210,Federal Way School District,5280,Dynamic Family Services,6,2,0,0,1,0,3,0,0,5,1,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,33.33,0.00,0.00,16.67,0.00,50.00,0.00,0.00,83.33,16.67
2015,WA,17210,Federal Way School District,1950,Employment Transition Program,35,3,0,3,4,2,20,3,0,24,11,3,0,0,0,2,1,4,0,2,0,11,9,2,1,0,0,8.57,0.00,8.57,11.43,5.71,57.14,8.57,0.00,68.57,31.43
2015,WA,17210,Federal Way School District,4470,Enterprise Elementary School,492,122,3,74,57,23,148,65,0,265,227,65,57,3,0,38,36,30,27,14,9,85,63,30,35,0,0,24.80,0.61,15.04,11.59,4.67,30.08,13.21,0.00,53.86,46.14
2015,WA,17210,Federal Way School District,2417,Federal Way High School,"1,636",472,19,166,240,135,445,159,0,836,800,247,225,11,8,81,85,127,113,66,69,220,225,84,75,0,0,28.85,1.16,10.15,14.67,8.25,27.20,9.72,0.00,51.10,48.90
2015,WA,17210,Federal Way School District,1789,Federal Way Public Academy,306,34,1,75,22,3,140,31,0,129,177,16,18,1,0,27,48,8,14,1,2,63,77,13,18,0,0,11.11,0.33,24.51,7.19,0.98,45.75,10.13,0.00,42.16,57.84
2015,WA,17210,Federal Way School District,5218,Federal Way Public School ECEAP,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,100.00,0.00
2015,WA,17210,Federal Way School District,5219,Federal Way Public Schools Headstart,18,5,0,0,0,1,7,5,0,11,7,4,1,0,0,0,0,0,0,1,0,3,4,3,2,0,0,27.78,0.00,0.00,0.00,5.56,38.89,27.78,0.00,61.11,38.89
2015,WA,17210,Federal Way School District,5255,Gateway to College,46,16,0,4,6,2,15,3,0,32,14,11,5,0,0,3,1,5,1,1,1,10,5,2,1,0,0,34.78,0.00,8.70,13.04,4.35,32.61,6.52,0.00,69.57,30.43
2015,WA,17210,Federal Way School District,4426,Green Gables Elementary School,407,57,5,35,41,11,188,70,0,211,196,26,31,2,3,20,15,28,13,7,4,92,96,36,34,0,0,14.00,1.23,8.60,10.07,2.70,46.19,17.20,0.00,51.84,48.16
2015,WA,17210,Federal Way School District,3898,Illahee Middle School,747,147,3,135,84,41,240,97,0,365,382,80,67,0,3,63,72,40,44,15,26,112,128,55,42,0,0,19.68,0.40,18.07,11.24,5.49,32.13,12.99,0.00,48.86,51.14
2015,WA,17210,Federal Way School District,1759,Internet Academy,283,25,2,11,23,1,195,26,0,115,168,7,18,1,1,4,7,10,13,0,1,84,111,9,17,0,0,8.83,0.71,3.89,8.13,0.35,68.90,9.19,0.00,40.64,59.36
2015,WA,17210,Federal Way School District,3701,Kilo Middle School,538,147,3,48,53,19,200,68,0,263,275,70,77,1,2,21,27,31,22,10,9,91,109,39,29,0,0,27.32,0.56,8.92,9.85,3.53,37.17,12.64,0.00,48.88,51.12
2015,WA,17210,Federal Way School District,3738,Lake Dolloff Elementary School,418,69,2,60,69,7,144,67,0,214,204,37,32,2,0,30,30,34,35,6,1,71,73,34,33,0,0,16.51,0.48,14.35,16.51,1.67,34.45,16.03,0.00,51.20,48.80
2015,WA,17210,Federal Way School District,3568,Lake Grove Elementary School,382,137,0,17,53,23,94,58,0,179,203,70,67,0,0,8,9,28,25,9,14,37,57,27,31,0,0,35.86,0.00,4.45,13.87,6.02,24.61,15.18,0.00,46.86,53.14
2015,WA,17210,Federal Way School District,2841,Lakeland Elementary School,378,55,4,50,25,11,187,46,0,184,194,31,24,2,2,24,26,11,14,3,8,89,98,24,22,0,0,14.55,1.06,13.23,6.61,2.91,49.47,12.17,0.00,48.68,51.32
2015,WA,17210,Federal Way School District,3381,Lakota Middle School,778,153,3,81,97,39,293,112,0,410,368,85,68,0,3,47,34,63,34,20,19,141,152,54,58,0,0,19.67,0.39,10.41,12.47,5.01,37.66,14.40,0.00,52.70,47.30
2015,WA,17210,Federal Way School District,3627,Mark Twain Elementary School,557,231,4,54,102,59,63,44,0,275,282,111,120,3,1,32,22,48,54,20,39,30,33,31,13,0,0,41.47,0.72,9.69,18.31,10.59,11.31,7.90,0.00,49.37,50.63
2015,WA,17210,Federal Way School District,4480,Meredith Hill Elementary School,408,82,2,61,24,5,197,37,0,224,184,43,39,1,1,34,27,16,8,3,2,109,88,18,19,0,0,20.10,0.49,14.95,5.88,1.23,48.28,9.07,0.00,54.90,45.10
2015,WA,17210,Federal Way School District,4340,Merit School,13,2,0,0,1,0,8,2,0,8,5,0,2,0,0,0,0,1,0,0,0,5,3,2,0,0,0,15.38,0.00,0.00,7.69,0.00,61.54,15.38,0.00,61.54,38.46
2015,WA,17210,Federal Way School District,3159,Mirror Lake Elementary School,459,174,2,44,84,28,78,49,0,229,230,84,90,2,0,23,21,45,39,14,14,37,41,24,25,0,0,37.91,0.44,9.59,18.30,6.10,16.99,10.68,0.00,49.89,50.11
2015,WA,17210,Federal Way School District,3625,Nautilus K-8 School,506,146,4,43,34,29,194,56,0,250,256,81,65,0,4,22,21,21,13,13,16,88,106,25,31,0,0,28.85,0.79,8.50,6.72,5.73,38.34,11.07,0.00,49.41,50.59
2015,WA,17210,Federal Way School District,3432,Olympic View Elementary School,383,200,0,11,28,22,72,50,0,196,187,107,93,0,0,5,6,13,15,14,8,40,32,17,33,0,0,52.22,0.00,2.87,7.31,5.74,18.80,13.05,0.00,51.17,48.83
2015,WA,17210,Federal Way School District,3329,Panther Lake Elementary School,422,111,5,55,63,37,78,73,0,219,203,62,49,2,3,32,23,35,28,13,24,40,38,35,38,0,0,26.30,1.18,13.03,14.93,8.77,18.48,17.30,0.00,51.90,48.10
2015,WA,17210,Federal Way School District,4422,Rainier View Elementary School,375,92,1,22,47,11,145,57,0,188,187,49,43,1,0,12,10,32,15,4,7,63,82,27,30,0,0,24.53,0.27,5.87,12.53,2.93,38.67,15.20,0.00,50.13,49.87
2015,WA,17210,Federal Way School District,3626,Sacajawea Middle School,709,216,2,92,77,50,190,82,0,350,359,113,103,2,0,44,48,37,40,20,30,96,94,38,44,0,0,30.47,0.28,12.98,10.86,7.05,26.80,11.57,0.00,49.37,50.63
2015,WA,17210,Federal Way School District,4456,Saghalie Middle School,494,181,6,32,65,24,130,56,0,275,219,87,94,4,2,19,13,33,32,17,7,79,51,36,20,0,0,36.64,1.21,6.48,13.16,4.86,26.32,11.34,0.00,55.67,44.33
2015,WA,17210,Federal Way School District,5029,Sequoyah Middle School,526,95,4,69,59,20,218,61,0,273,253,51,44,3,1,27,42,35,24,10,10,115,103,32,29,0,0,18.06,0.76,13.12,11.22,3.80,41.44,11.60,0.00,51.90,48.10
2015,WA,17210,Federal Way School District,4374,Sherwood Forest Elementary School,470,107,0,70,35,14,176,68,0,235,235,54,53,0,0,39,31,15,20,6,8,83,93,38,30,0,0,22.77,0.00,14.89,7.45,2.98,37.45,14.47,0.00,50.00,50.00
2015,WA,17210,Federal Way School District,4343,Silver Lake Elementary School - Federal Way,397,117,0,48,53,28,98,53,0,209,188,57,60,0,0,26,22,26,27,16,12,55,43,29,24,0,0,29.47,0.00,12.09,13.35,7.05,24.69,13.35,0.00,52.64,47.36
2015,WA,17210,Federal Way School District,3160,Star Lake Elementary School,468,114,3,44,63,16,141,87,0,259,209,59,55,2,1,24,20,34,29,6,10,88,53,46,41,0,0,24.36,0.64,9.40,13.46,3.42,30.13,18.59,0.00,55.34,44.66
2015,WA,17210,Federal Way School District,3567,Sunnycrest Elementary School,575,258,5,37,67,31,76,101,0,295,280,129,129,3,2,19,18,31,36,12,19,42,34,59,42,0,0,44.87,0.87,6.43,11.65,5.39,13.22,17.57,0.00,51.30,48.70
2015,WA,17210,Federal Way School District,1951,Support School,78,18,0,3,3,1,25,28,0,52,26,14,4,0,0,2,1,1,2,1,0,18,7,16,12,0,0,23.08,0.00,3.85,3.85,1.28,32.05,35.90,0.00,66.67,33.33
2015,WA,17210,Federal Way School District,5138,Technology Access Foundation Academy,292,68,6,41,51,3,91,32,0,173,119,42,26,3,3,28,13,27,24,1,2,56,35,16,16,0,0,23.29,2.05,14.04,17.47,1.03,31.16,10.96,0.00,59.25,40.75
2015,WA,17210,Federal Way School District,3584,Thomas Jefferson High School,"1,830",453,10,363,185,38,639,142,0,930,900,221,232,5,5,196,167,105,80,18,20,308,331,77,65,0,0,24.75,0.55,19.84,10.11,2.08,34.92,7.76,0.00,50.82,49.18
2015,WA,17210,Federal Way School District,4570,Todd Beamer High School,"1,782",282,14,287,231,74,699,195,0,892,890,137,145,6,8,149,138,108,123,35,39,355,344,102,93,0,0,15.82,0.79,16.11,12.96,4.15,39.23,10.94,0.00,50.06,49.94
2015,WA,17210,Federal Way School District,3431,Totem Middle School,634,237,4,75,94,40,107,77,0,316,318,123,114,2,2,31,44,44,50,22,18,54,53,40,37,0,0,37.38,0.63,11.83,14.83,6.31,16.88,12.15,0.00,49.84,50.16
2015,WA,17210,Federal Way School District,3628,Twin Lakes Elementary School,386,80,2,18,59,23,139,65,0,211,175,43,37,2,0,12,6,32,27,8,15,78,61,36,29,0,0,20.73,0.52,4.66,15.28,5.96,36.01,16.84,0.00,54.66,45.34
2015,WA,17210,Federal Way School District,3582,Valhalla Elementary School,602,247,1,76,48,15,137,78,0,289,313,118,129,0,1,36,40,25,23,8,7,57,80,45,33,0,0,41.03,0.17,12.62,7.97,2.49,22.76,12.96,0.00,48.01,51.99
2015,WA,17210,Federal Way School District,3583,Wildwood Elementary School,532,270,1,30,69,36,76,50,0,280,252,144,126,1,0,16,14,41,28,19,17,37,39,22,28,0,0,50.75,0.19,5.64,12.97,6.77,14.29,9.40,0.00,52.63,47.37
