School Year,State,District Code,District Name,School Code,School Name,Grade,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,17415,Kent School District,4353,Carriage Crest Elementary School,3,56,11,0,10,7,0,23,5,0,24,32,5,6,0,0,3,7,1,6,0,0,13,10,2,3,0,0,19.64,0.00,17.86,12.50,0.00,41.07,8.93,0.00,42.86,57.14
2015,WA,17415,Kent School District,4353,Carriage Crest Elementary School,4,52,7,1,10,3,1,22,8,0,30,22,3,4,1,0,5,5,3,0,1,0,12,10,5,3,0,0,13.46,1.92,19.23,5.77,1.92,42.31,15.38,0.00,57.69,42.31
2015,WA,17415,Kent School District,4353,Carriage Crest Elementary School,5,55,3,0,17,7,0,25,3,0,26,29,2,1,0,0,8,9,2,5,0,0,12,13,2,1,0,0,5.45,0.00,30.91,12.73,0.00,45.45,5.45,0.00,47.27,52.73
2015,WA,17415,Kent School District,4353,Carriage Crest Elementary School,6,48,2,0,10,3,0,27,6,0,25,23,1,1,0,0,6,4,1,2,0,0,14,13,3,3,0,0,4.17,0.00,20.83,6.25,0.00,56.25,12.50,0.00,52.08,47.92
2015,WA,17415,Kent School District,4440,Cedar Heights Middle School,7,326,52,1,18,25,7,193,30,0,177,149,33,19,1,0,11,7,14,11,2,5,100,93,16,14,0,0,15.95,0.31,5.52,7.67,2.15,59.20,9.20,0.00,54.29,45.71
2015,WA,17415,Kent School District,4440,Cedar Heights Middle School,8,316,46,4,25,29,3,180,29,0,174,142,27,19,2,2,10,15,14,15,1,2,104,76,16,13,0,0,14.56,1.27,7.91,9.18,0.95,56.96,9.18,0.00,55.06,44.94
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,PK,11,1,0,0,0,0,9,1,0,9,2,1,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,9.09,0.00,0.00,0.00,0.00,81.82,9.09,0.00,81.82,18.18
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,K1,42,11,0,1,2,0,24,4,0,27,15,9,2,0,0,1,0,0,2,0,0,16,8,1,3,0,0,26.19,0.00,2.38,4.76,0.00,57.14,9.52,0.00,64.29,35.71
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,1,42,10,1,2,3,0,21,5,0,23,19,6,4,1,0,0,2,1,2,0,0,12,9,3,2,0,0,23.81,2.38,4.76,7.14,0.00,50.00,11.90,0.00,54.76,45.24
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,2,47,15,1,1,2,0,25,3,0,24,23,7,8,0,1,1,0,2,0,0,0,12,13,2,1,0,0,31.91,2.13,2.13,4.26,0.00,53.19,6.38,0.00,51.06,48.94
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,3,40,14,1,1,3,0,17,4,0,20,20,6,8,1,0,1,0,1,2,0,0,10,7,1,3,0,0,35.00,2.50,2.50,7.50,0.00,42.50,10.00,0.00,50.00,50.00
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,4,45,23,0,1,5,1,14,1,0,24,21,10,13,0,0,0,1,5,0,0,1,8,6,1,0,0,0,51.11,0.00,2.22,11.11,2.22,31.11,2.22,0.00,53.33,46.67
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,5,36,13,1,0,6,0,14,2,0,26,10,9,4,0,1,0,0,6,0,0,0,9,5,2,0,0,0,36.11,2.78,0.00,16.67,0.00,38.89,5.56,0.00,72.22,27.78
2015,WA,17415,Kent School District,3676,Cedar Valley Elementary School,6,40,14,0,0,5,0,19,2,0,26,14,11,3,0,0,0,0,5,0,0,0,9,10,1,1,0,0,35.00,0.00,0.00,12.50,0.00,47.50,5.00,0.00,65.00,35.00
2015,WA,17415,Kent School District,3388,Covington Elementary School,PK,21,2,2,0,1,0,14,2,0,10,11,2,0,1,1,0,0,0,1,0,0,6,8,1,1,0,0,9.52,9.52,0.00,4.76,0.00,66.67,9.52,0.00,47.62,52.38
2015,WA,17415,Kent School District,3388,Covington Elementary School,K1,63,13,0,7,7,0,31,5,0,38,25,11,2,0,0,4,3,4,3,0,0,17,14,2,3,0,0,20.63,0.00,11.11,11.11,0.00,49.21,7.94,0.00,60.32,39.68
2015,WA,17415,Kent School District,3388,Covington Elementary School,1,66,12,0,8,3,0,36,7,0,34,32,7,5,0,0,4,4,1,2,0,0,19,17,3,4,0,0,18.18,0.00,12.12,4.55,0.00,54.55,10.61,0.00,51.52,48.48
2015,WA,17415,Kent School District,3388,Covington Elementary School,2,73,22,1,6,6,0,31,7,0,32,41,9,13,1,0,1,5,3,3,0,0,13,18,5,2,0,0,30.14,1.37,8.22,8.22,0.00,42.47,9.59,0.00,43.84,56.16
2015,WA,17415,Kent School District,3388,Covington Elementary School,3,67,12,0,15,4,1,31,4,0,35,32,5,7,0,0,9,6,2,2,1,0,14,17,4,0,0,0,17.91,0.00,22.39,5.97,1.49,46.27,5.97,0.00,52.24,47.76
2015,WA,17415,Kent School District,3388,Covington Elementary School,4,54,15,0,7,5,0,23,4,0,30,24,6,9,0,0,4,3,3,2,0,0,16,7,1,3,0,0,27.78,0.00,12.96,9.26,0.00,42.59,7.41,0.00,55.56,44.44
2015,WA,17415,Kent School District,3388,Covington Elementary School,5,69,16,1,7,8,0,31,6,0,44,25,10,6,0,1,6,1,3,5,0,0,22,9,3,3,0,0,23.19,1.45,10.14,11.59,0.00,44.93,8.70,0.00,63.77,36.23
2015,WA,17415,Kent School District,3388,Covington Elementary School,6,71,15,0,6,8,2,39,1,0,37,34,8,7,0,0,5,1,4,4,1,1,19,20,0,1,0,0,21.13,0.00,8.45,11.27,2.82,54.93,1.41,0.00,52.11,47.89
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,K1,66,16,2,3,1,0,38,6,0,31,35,5,11,0,2,3,0,0,1,0,0,22,16,1,5,0,0,24.24,3.03,4.55,1.52,0.00,57.58,9.09,0.00,46.97,53.03
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,1,63,5,0,4,2,0,41,11,0,29,34,2,3,0,0,2,2,1,1,0,0,19,22,5,6,0,0,7.94,0.00,6.35,3.17,0.00,65.08,17.46,0.00,46.03,53.97
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,2,92,10,0,4,4,1,69,4,0,52,40,8,2,0,0,2,2,1,3,0,1,38,31,3,1,0,0,10.87,0.00,4.35,4.35,1.09,75.00,4.35,0.00,56.52,43.48
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,3,69,7,1,3,0,0,52,6,0,39,30,6,1,1,0,1,2,0,0,0,0,29,23,2,4,0,0,10.14,1.45,4.35,0.00,0.00,75.36,8.70,0.00,56.52,43.48
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,4,66,9,0,6,2,0,39,10,0,33,33,6,3,0,0,2,4,2,0,0,0,19,20,4,6,0,0,13.64,0.00,9.09,3.03,0.00,59.09,15.15,0.00,50.00,50.00
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,5,65,11,0,7,1,0,40,6,0,38,27,8,3,0,0,3,4,1,0,0,0,21,19,5,1,0,0,16.92,0.00,10.77,1.54,0.00,61.54,9.23,0.00,58.46,41.54
2015,WA,17415,Kent School District,4126,Crestwood Elementary School,6,64,9,1,3,0,0,42,9,0,37,27,8,1,0,1,1,2,0,0,0,0,24,18,4,5,0,0,14.06,1.56,4.69,0.00,0.00,65.63,14.06,0.00,57.81,42.19
2015,WA,17415,Kent School District,2851,East Hill Elementary School,PK,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,50.00,50.00
2015,WA,17415,Kent School District,2851,East Hill Elementary School,K1,98,33,0,16,22,2,12,13,0,49,49,20,13,0,0,8,8,9,13,1,1,7,5,4,9,0,0,33.67,0.00,16.33,22.45,2.04,12.24,13.27,0.00,50.00,50.00
2015,WA,17415,Kent School District,2851,East Hill Elementary School,1,91,26,0,13,17,5,18,12,0,48,43,12,14,0,0,8,5,7,10,3,2,9,9,9,3,0,0,28.57,0.00,14.29,18.68,5.49,19.78,13.19,0.00,52.75,47.25
2015,WA,17415,Kent School District,2851,East Hill Elementary School,2,78,24,0,19,15,2,10,8,0,47,31,13,11,0,0,9,10,12,3,2,0,6,4,5,3,0,0,30.77,0.00,24.36,19.23,2.56,12.82,10.26,0.00,60.26,39.74
2015,WA,17415,Kent School District,2851,East Hill Elementary School,3,82,25,1,21,16,2,10,7,0,40,42,13,12,1,0,11,10,5,11,0,2,5,5,5,2,0,0,30.49,1.22,25.61,19.51,2.44,12.20,8.54,0.00,48.78,51.22
2015,WA,17415,Kent School District,2851,East Hill Elementary School,4,84,21,0,21,14,2,13,13,0,42,42,12,9,0,0,10,11,6,8,2,0,7,6,5,8,0,0,25.00,0.00,25.00,16.67,2.38,15.48,15.48,0.00,50.00,50.00
2015,WA,17415,Kent School District,2851,East Hill Elementary School,5,80,28,0,15,12,2,15,8,0,35,45,12,16,0,0,9,6,6,6,1,1,3,12,4,4,0,0,35.00,0.00,18.75,15.00,2.50,18.75,10.00,0.00,43.75,56.25
2015,WA,17415,Kent School District,2851,East Hill Elementary School,6,72,14,0,17,17,5,10,9,0,40,32,11,3,0,0,10,7,8,9,4,1,4,6,3,6,0,0,19.44,0.00,23.61,23.61,6.94,13.89,12.50,0.00,55.56,44.44
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,PK,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,K1,75,11,0,22,11,3,19,9,0,41,34,9,2,0,0,9,13,5,6,0,3,13,6,5,4,0,0,14.67,0.00,29.33,14.67,4.00,25.33,12.00,0.00,54.67,45.33
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,1,71,10,0,21,12,2,14,12,0,37,34,4,6,0,0,13,8,5,7,1,1,7,7,7,5,0,0,14.08,0.00,29.58,16.90,2.82,19.72,16.90,0.00,52.11,47.89
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,2,75,13,0,23,6,2,18,13,0,34,41,6,7,0,0,14,9,1,5,1,1,7,11,5,8,0,0,17.33,0.00,30.67,8.00,2.67,24.00,17.33,0.00,45.33,54.67
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,3,68,10,0,19,17,2,14,6,0,33,35,8,2,0,0,9,10,11,6,0,2,3,11,2,4,0,0,14.71,0.00,27.94,25.00,2.94,20.59,8.82,0.00,48.53,51.47
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,4,56,11,0,20,7,0,15,3,0,26,30,3,8,0,0,13,7,4,3,0,0,4,11,2,1,0,0,19.64,0.00,35.71,12.50,0.00,26.79,5.36,0.00,46.43,53.57
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,5,65,13,0,15,15,0,19,3,0,26,39,4,9,0,0,5,10,6,9,0,0,9,10,2,1,0,0,20.00,0.00,23.08,23.08,0.00,29.23,4.62,0.00,40.00,60.00
2015,WA,17415,Kent School District,4545,Emerald Park Elementary School,6,75,15,0,25,13,1,17,4,0,40,35,5,10,0,0,17,8,8,5,0,1,9,8,1,3,0,0,20.00,0.00,33.33,17.33,1.33,22.67,5.33,0.00,53.33,46.67
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,PK,11,1,0,1,0,0,9,0,0,6,5,0,1,0,0,0,1,0,0,0,0,6,3,0,0,0,0,9.09,0.00,9.09,0.00,0.00,81.82,0.00,0.00,54.55,45.45
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,K1,48,8,0,4,6,0,17,13,0,20,28,5,3,0,0,2,2,2,4,0,0,6,11,5,8,0,0,16.67,0.00,8.33,12.50,0.00,35.42,27.08,0.00,41.67,58.33
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,K2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,1,53,4,0,8,6,0,28,7,0,21,32,1,3,0,0,3,5,1,5,0,0,13,15,3,4,0,0,7.55,0.00,15.09,11.32,0.00,52.83,13.21,0.00,39.62,60.38
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,2,68,13,0,6,9,0,29,11,0,34,34,5,8,0,0,3,3,7,2,0,0,13,16,6,5,0,0,19.12,0.00,8.82,13.24,0.00,42.65,16.18,0.00,50.00,50.00
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,3,63,12,0,9,5,1,28,8,0,33,30,1,11,0,0,6,3,3,2,0,1,18,10,5,3,0,0,19.05,0.00,14.29,7.94,1.59,44.44,12.70,0.00,52.38,47.62
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,4,54,9,0,9,4,0,21,11,0,24,30,1,8,0,0,5,4,1,3,0,0,12,9,5,6,0,0,16.67,0.00,16.67,7.41,0.00,38.89,20.37,0.00,44.44,55.56
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,5,68,12,0,3,7,0,35,11,0,37,31,9,3,0,0,2,1,4,3,0,0,17,18,5,6,0,0,17.65,0.00,4.41,10.29,0.00,51.47,16.18,0.00,54.41,45.59
2015,WA,17415,Kent School District,3678,Fairwood Elementary School,6,62,10,0,5,7,2,28,10,0,28,34,4,6,0,0,3,2,5,2,0,2,12,16,4,6,0,0,16.13,0.00,8.06,11.29,3.23,45.16,16.13,0.00,45.16,54.84
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,PK,22,7,0,2,4,0,8,1,0,11,11,3,4,0,0,0,2,2,2,0,0,5,3,1,0,0,0,31.82,0.00,9.09,18.18,0.00,36.36,4.55,0.00,50.00,50.00
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,K1,100,29,0,10,25,1,26,9,0,53,47,19,10,0,0,5,5,13,12,1,0,9,17,6,3,0,0,29.00,0.00,10.00,25.00,1.00,26.00,9.00,0.00,53.00,47.00
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,1,86,36,0,12,16,1,14,7,0,46,40,18,18,0,0,6,6,9,7,1,0,8,6,4,3,0,0,41.86,0.00,13.95,18.60,1.16,16.28,8.14,0.00,53.49,46.51
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,2,83,33,0,6,14,2,20,8,0,47,36,20,13,0,0,3,3,6,8,1,1,12,8,5,3,0,0,39.76,0.00,7.23,16.87,2.41,24.10,9.64,0.00,56.63,43.37
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,3,73,28,0,2,17,1,17,8,0,39,34,16,12,0,0,2,0,5,12,1,0,10,7,5,3,0,0,38.36,0.00,2.74,23.29,1.37,23.29,10.96,0.00,53.42,46.58
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,4,78,28,0,8,21,2,11,8,0,44,34,15,13,0,0,5,3,14,7,2,0,6,5,2,6,0,0,35.90,0.00,10.26,26.92,2.56,14.10,10.26,0.00,56.41,43.59
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,5,69,18,0,7,20,2,16,6,0,31,38,9,9,0,0,4,3,8,12,2,0,6,10,2,4,0,0,26.09,0.00,10.14,28.99,2.90,23.19,8.70,0.00,44.93,55.07
2015,WA,17415,Kent School District,4413,George T. Daniel Elementary School,6,69,27,1,10,18,1,9,3,0,27,42,13,14,0,1,4,6,5,13,0,1,4,5,1,2,0,0,39.13,1.45,14.49,26.09,1.45,13.04,4.35,0.00,39.13,60.87
2015,WA,17415,Kent School District,4489,Glenridge Elementary,K1,58,6,0,14,9,0,21,8,0,35,23,4,2,0,0,8,6,8,1,0,0,11,10,4,4,0,0,10.34,0.00,24.14,15.52,0.00,36.21,13.79,0.00,60.34,39.66
2015,WA,17415,Kent School District,4489,Glenridge Elementary,1,71,11,0,24,10,1,18,7,0,42,29,8,3,0,0,14,10,7,3,1,0,8,10,4,3,0,0,15.49,0.00,33.80,14.08,1.41,25.35,9.86,0.00,59.15,40.85
2015,WA,17415,Kent School District,4489,Glenridge Elementary,2,69,7,0,22,9,1,23,7,0,28,41,3,4,0,0,10,12,2,7,1,0,7,16,5,2,0,0,10.14,0.00,31.88,13.04,1.45,33.33,10.14,0.00,40.58,59.42
2015,WA,17415,Kent School District,4489,Glenridge Elementary,3,63,9,0,23,11,2,14,4,0,28,35,4,5,0,0,10,13,7,4,1,1,4,10,2,2,0,0,14.29,0.00,36.51,17.46,3.17,22.22,6.35,0.00,44.44,55.56
2015,WA,17415,Kent School District,4489,Glenridge Elementary,4,59,6,0,15,10,0,19,9,0,30,29,2,4,0,0,8,7,5,5,0,0,10,9,5,4,0,0,10.17,0.00,25.42,16.95,0.00,32.20,15.25,0.00,50.85,49.15
2015,WA,17415,Kent School District,4489,Glenridge Elementary,5,61,8,0,17,9,0,20,7,0,26,35,2,6,0,0,6,11,5,4,0,0,8,12,5,2,0,0,13.11,0.00,27.87,14.75,0.00,32.79,11.48,0.00,42.62,57.38
2015,WA,17415,Kent School District,4489,Glenridge Elementary,6,73,8,0,17,9,0,31,8,0,38,35,6,2,0,0,6,11,3,6,0,0,17,14,6,2,0,0,10.96,0.00,23.29,12.33,0.00,42.47,10.96,0.00,52.05,47.95
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,PK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,K1,52,11,0,0,1,0,37,3,0,21,31,6,5,0,0,0,0,1,0,0,0,13,24,1,2,0,0,21.15,0.00,0.00,1.92,0.00,71.15,5.77,0.00,40.38,59.62
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,1,41,7,0,1,3,0,29,1,0,20,21,5,2,0,0,1,0,0,3,0,0,13,16,1,0,0,0,17.07,0.00,2.44,7.32,0.00,70.73,2.44,0.00,48.78,51.22
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,2,45,7,0,2,1,0,33,2,0,18,27,4,3,0,0,2,0,1,0,0,0,11,22,0,2,0,0,15.56,0.00,4.44,2.22,0.00,73.33,4.44,0.00,40.00,60.00
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,3,65,12,1,3,1,0,45,3,0,38,27,7,5,0,1,2,1,0,1,0,0,27,18,2,1,0,0,18.46,1.54,4.62,1.54,0.00,69.23,4.62,0.00,58.46,41.54
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,4,49,6,0,3,2,1,36,1,0,26,23,4,2,0,0,0,3,2,0,0,1,19,17,1,0,0,0,12.24,0.00,6.12,4.08,2.04,73.47,2.04,0.00,53.06,46.94
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,5,79,6,1,4,4,0,57,7,0,41,38,3,3,0,1,2,2,3,1,0,0,27,30,6,1,0,0,7.59,1.27,5.06,5.06,0.00,72.15,8.86,0.00,51.90,48.10
2015,WA,17415,Kent School District,3708,Grass Lake Elementary School,6,92,10,1,5,4,0,67,5,0,49,43,6,4,0,1,2,3,2,2,0,0,38,29,1,4,0,0,10.87,1.09,5.43,4.35,0.00,72.83,5.43,0.00,53.26,46.74
2015,WA,17415,Kent School District,4345,Horizon Elementary School,K1,61,11,1,7,9,4,24,5,0,29,32,7,4,0,1,3,4,3,6,2,2,12,12,2,3,0,0,18.03,1.64,11.48,14.75,6.56,39.34,8.20,0.00,47.54,52.46
2015,WA,17415,Kent School District,4345,Horizon Elementary School,1,50,11,0,5,5,0,25,4,0,25,25,4,7,0,0,2,3,2,3,0,0,16,9,1,3,0,0,22.00,0.00,10.00,10.00,0.00,50.00,8.00,0.00,50.00,50.00
2015,WA,17415,Kent School District,4345,Horizon Elementary School,2,59,6,0,8,6,2,30,7,0,24,35,3,3,0,0,3,5,1,5,2,0,13,17,2,5,0,0,10.17,0.00,13.56,10.17,3.39,50.85,11.86,0.00,40.68,59.32
2015,WA,17415,Kent School District,4345,Horizon Elementary School,3,77,14,1,10,8,3,34,7,0,42,35,8,6,0,1,5,5,6,2,1,2,17,17,5,2,0,0,18.18,1.30,12.99,10.39,3.90,44.16,9.09,0.00,54.55,45.45
2015,WA,17415,Kent School District,4345,Horizon Elementary School,4,68,11,1,12,8,0,30,6,0,29,39,4,7,1,0,5,7,4,4,0,0,12,18,3,3,0,0,16.18,1.47,17.65,11.76,0.00,44.12,8.82,0.00,42.65,57.35
2015,WA,17415,Kent School District,4345,Horizon Elementary School,5,65,7,0,14,8,1,30,5,0,35,30,4,3,0,0,5,9,7,1,0,1,17,13,2,3,0,0,10.77,0.00,21.54,12.31,1.54,46.15,7.69,0.00,53.85,46.15
2015,WA,17415,Kent School District,4345,Horizon Elementary School,6,65,14,0,8,3,0,36,4,0,31,34,8,6,0,0,1,7,2,1,0,0,18,18,2,2,0,0,21.54,0.00,12.31,4.62,0.00,55.38,6.15,0.00,47.69,52.31
2015,WA,17415,Kent School District,5275,iGrad,9,80,33,2,3,9,2,27,4,0,45,35,15,18,1,1,2,1,6,3,1,1,18,9,2,2,0,0,41.25,2.50,3.75,11.25,2.50,33.75,5.00,0.00,56.25,43.75
2015,WA,17415,Kent School District,5275,iGrad,10,110,36,0,6,18,1,41,8,0,61,49,15,21,0,0,4,2,11,7,1,0,27,14,3,5,0,0,32.73,0.00,5.45,16.36,0.91,37.27,7.27,0.00,55.45,44.55
2015,WA,17415,Kent School District,5275,iGrad,11,114,23,1,6,14,5,54,11,0,62,52,7,16,0,1,4,2,7,7,3,2,33,21,8,3,0,0,20.18,0.88,5.26,12.28,4.39,47.37,9.65,0.00,54.39,45.61
2015,WA,17415,Kent School District,5275,iGrad,12,148,28,2,24,20,2,64,8,0,86,62,18,10,1,1,17,7,9,11,2,0,35,29,4,4,0,0,18.92,1.35,16.22,13.51,1.35,43.24,5.41,0.00,58.11,41.89
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,PK,3,2,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.67,0.00,0.00,0.00,0.00,33.33,0.00,0.00,66.67,33.33
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,K1,68,8,0,10,4,1,35,10,0,29,39,3,5,0,0,4,6,2,2,1,0,14,21,5,5,0,0,11.76,0.00,14.71,5.88,1.47,51.47,14.71,0.00,42.65,57.35
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,1,60,12,0,4,2,1,33,8,0,34,26,7,5,0,0,3,1,0,2,1,0,19,14,4,4,0,0,20.00,0.00,6.67,3.33,1.67,55.00,13.33,0.00,56.67,43.33
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,2,66,10,1,1,3,1,37,13,0,28,38,3,7,1,0,0,1,1,2,0,1,16,21,7,6,0,0,15.15,1.52,1.52,4.55,1.52,56.06,19.70,0.00,42.42,57.58
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,3,41,10,0,2,3,1,20,5,0,20,21,2,8,0,0,1,1,1,2,1,0,12,8,3,2,0,0,24.39,0.00,4.88,7.32,2.44,48.78,12.20,0.00,48.78,51.22
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,4,52,9,0,5,0,2,28,8,0,30,22,7,2,0,0,2,3,0,0,0,2,15,13,6,2,0,0,17.31,0.00,9.62,0.00,3.85,53.85,15.38,0.00,57.69,42.31
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,5,40,7,0,1,2,0,26,4,0,22,18,3,4,0,0,0,1,2,0,0,0,14,12,3,1,0,0,17.50,0.00,2.50,5.00,0.00,65.00,10.00,0.00,55.00,45.00
2015,WA,17415,Kent School District,4301,Jenkins Creek Elementary School,6,48,9,1,4,3,2,23,6,0,24,24,5,4,1,0,3,1,1,2,2,0,10,13,2,4,0,0,18.75,2.08,8.33,6.25,4.17,47.92,12.50,0.00,50.00,50.00
2015,WA,17415,Kent School District,4520,Kent Elementary School,PK,21,12,0,2,2,0,5,0,0,16,5,9,3,0,0,2,0,2,0,0,0,3,2,0,0,0,0,57.14,0.00,9.52,9.52,0.00,23.81,0.00,0.00,76.19,23.81
2015,WA,17415,Kent School District,4520,Kent Elementary School,K1,91,48,0,4,11,7,14,7,0,55,36,29,19,0,0,3,1,7,4,7,0,5,9,4,3,0,0,52.75,0.00,4.40,12.09,7.69,15.38,7.69,0.00,60.44,39.56
2015,WA,17415,Kent School District,4520,Kent Elementary School,K2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00
2015,WA,17415,Kent School District,4520,Kent Elementary School,1,97,54,0,8,7,6,13,9,0,59,38,31,23,0,0,4,4,5,2,4,2,9,4,6,3,0,0,55.67,0.00,8.25,7.22,6.19,13.40,9.28,0.00,60.82,39.18
2015,WA,17415,Kent School District,4520,Kent Elementary School,2,110,63,0,4,6,10,14,13,0,56,54,30,33,0,0,3,1,5,1,5,5,4,10,9,4,0,0,57.27,0.00,3.64,5.45,9.09,12.73,11.82,0.00,50.91,49.09
2015,WA,17415,Kent School District,4520,Kent Elementary School,3,99,53,0,5,6,7,16,12,0,40,59,24,29,0,0,2,3,3,3,3,4,4,12,4,8,0,0,53.54,0.00,5.05,6.06,7.07,16.16,12.12,0.00,40.40,59.60
2015,WA,17415,Kent School District,4520,Kent Elementary School,4,86,43,1,7,10,7,10,8,0,46,40,23,20,0,1,2,5,5,5,5,2,5,5,6,2,0,0,50.00,1.16,8.14,11.63,8.14,11.63,9.30,0.00,53.49,46.51
2015,WA,17415,Kent School District,4520,Kent Elementary School,5,93,54,0,11,4,7,10,7,0,43,50,22,32,0,0,5,6,2,2,3,4,6,4,5,2,0,0,58.06,0.00,11.83,4.30,7.53,10.75,7.53,0.00,46.24,53.76
2015,WA,17415,Kent School District,4520,Kent Elementary School,6,86,37,0,7,12,9,10,11,0,41,45,16,21,0,0,3,4,7,5,4,5,7,3,4,7,0,0,43.02,0.00,8.14,13.95,10.47,11.63,12.79,0.00,47.67,52.33
2015,WA,17415,Kent School District,3014,Kent Mountain View Academy,3,26,2,0,6,1,0,14,3,0,11,15,2,0,0,0,3,3,0,1,0,0,3,11,3,0,0,0,7.69,0.00,23.08,3.85,0.00,53.85,11.54,0.00,42.31,57.69
2015,WA,17415,Kent School District,3014,Kent Mountain View Academy,4,29,2,0,9,2,0,14,2,0,12,17,0,2,0,0,7,2,2,0,0,0,3,11,0,2,0,0,6.90,0.00,31.03,6.90,0.00,48.28,6.90,0.00,41.38,58.62
2015,WA,17415,Kent School District,3014,Kent Mountain View Academy,5,31,3,0,6,3,1,8,10,0,18,13,1,2,0,0,4,2,3,0,0,1,5,3,5,5,0,0,9.68,0.00,19.35,9.68,3.23,25.81,32.26,0.00,58.06,41.94
